clause_id,section,clause_text,source,document,clause_type,risk_score,risk_level,has_penalty,has_deadline,has_law_reference,explanation,word_count
iaea_safety_standards.txt_0037,7.3 Licence Revocation,It is prohibited to connect safety-critical digital systems directly to the internet or any unsecured external network.,iaea_safety_standards.txt,iaea_safety_standards.txt,prohibition,40,MEDIUM,False,False,False,This clause is flagged as MEDIUM risk (score: 40/100).,17
iaea_safety_standards.txt_0038,7.3 Licence Revocation,"Organisations must implement an ageing management programme for all structures, systems, and components important to safety.",iaea_safety_standards.txt,iaea_safety_standards.txt,obligation,20,LOW,False,False,False,This is a LOW risk clause of general advisory nature (score: 20/100).,16
iaea_safety_standards.txt_0039,7.3 Licence Revocation,Inspections of safety-critical components shall be conducted in accordance with intervals specified in Technical Specification Chapter 4.,iaea_safety_standards.txt,iaea_safety_standards.txt,obligation,20,LOW,False,False,False,This is a LOW risk clause of general advisory nature (score: 20/100).,17
iaea_safety_standards.txt_0040,7.3 Licence Revocation,Required inspections must not be deferred beyond the specified intervals without prior regulatory approval.,iaea_safety_standards.txt,iaea_safety_standards.txt,prohibition,60,MEDIUM,False,False,False,This clause is flagged as MEDIUM risk (score: 60/100).,14
iaea_safety_standards.txt_0041,7.3 Licence Revocation,Organisations seeking to extend plant operation beyond the original design life must submit a comprehensive safety review to the regulatory authority no later than 10 years before the licence expiry date.,iaea_safety_standards.txt,iaea_safety_standards.txt,obligation,35,LOW,False,True,False,This is a LOW risk clause of general advisory nature (score: 35/100).,31
iaea_safety_standards.txt_0042,7.3 Licence Revocation,Extended operation is prohibited unless formal regulatory approval has been granted.,iaea_safety_standards.txt,iaea_safety_standards.txt,prohibition,40,MEDIUM,False,False,False,This clause is flagged as MEDIUM risk (score: 40/100).,11
iaea_safety_standards.txt_0043,7.3 Licence Revocation,"The regulatory body may issue compliance orders, impose conditions on the operating licence, or suspend operations where safety requirements are not met.",iaea_safety_standards.txt,iaea_safety_standards.txt,general,0,LOW,False,False,False,"This is a LOW risk clause of general advisory nature with no direct obligations, prohibitions, or penalties detected (score: 0/100).",22
iaea_safety_standards.txt_0044,7.3 Licence Revocation,"Fines of up to USD 1,000,000 per violation per day may be imposed for continued non-compliance with mandatory requirements.",iaea_safety_standards.txt,iaea_safety_standards.txt,general,30,LOW,True,False,False,"This is a LOW risk clause of general advisory nature with no direct obligations, prohibitions, or penalties detected (score: 30/100).",19
iaea_safety_standards.txt_0045,7.3 Licence Revocation,Wilful violations of safety requirements that result in significant radiation exposure shall be subject to criminal prosecution under applicable national law.,iaea_safety_standards.txt,iaea_safety_standards.txt,obligation,50,MEDIUM,True,False,False,This clause is flagged as MEDIUM riskas it imposes a compliance obligation (score: 50/100).,21
iaea_safety_standards.txt_0046,7.3 Licence Revocation,Penalties may include imprisonment for up to ten years for the most serious violations.,iaea_safety_standards.txt,iaea_safety_standards.txt,general,30,LOW,True,False,False,"This is a LOW risk clause of general advisory nature with no direct obligations, prohibitions, or penalties detected (score: 30/100).",14
iaea_safety_standards.txt_0047,7.3 Licence Revocation,The operating licence shall be revoked where the operating organisation is found to have deliberately concealed safety-relevant information from the regulatory authority or to have falsified safety records.,iaea_safety_standards.txt,iaea_safety_standards.txt,obligation,20,LOW,False,False,False,This is a LOW risk clause of general advisory nature (score: 20/100).,28
